Unnamed: 0	clade_1	clade_2	clade_3	clade_4
g__GOTU329	0	0.000666873	0.001969838	0.000291046
g__GOTU325	0	0.000434093	0	0.000286947
g__GOTU255	0	0.001663797	0	0.000279581
g__Murdochiella	0	5.63E-05	0	0.000276836
g__GOTU290	0.034647971	0.000579918	0.021839545	0.000261833
g__Bacillus	0.000655812	0.000719856	0	0.000258478
g__GOTU219	0	0.001514638	0.001247069	0.00025842
g__GOTU364	0	0.000682257	0.004433972	0.000252244
g__Staphylococcus	0.000983576	0.000428415	0	0.000249507
g__GOTU76	0	0.00010095	0	0.000236155
g__Peptostreptococcus	0	0.001081473	0.00310217	0.000221644
g__GOTU160	0.000197479	0.002450146	0.000804556	0.000210169
g__GOTU195	0	0	0.001995794	0.000208763
g__GOTU523	0	0	0.000949343	0.000205357
g__GOTU235	0.045749342	0.006319064	0.142485476	0.000204148
g__GOTU267	0	0	0.00194845	0.000200254
g__GOTU193	0.000340912	0.000196997	0.000475975	0.000199575
g__GOTU446	0	0.000161034	0.000302451	0.000198512
g__Parvimonas	0	0.00019323	0.007622271	0.000196614
g__GOTU509	0.001477286	0.002609084	0.029082082	0.00019395
g__GOTU178	0.000719951	0.001065852	0.001512953	0.000191938
g__Anaerostignum	0	0.000619605	0.001049226	0.000188823
g__GOTU374	0	0.000108065	0.000679892	0.000188021
g__GOTU556	0	0.000886837	0	0.000187837
g__GOTU592	0	0.00109674	0.002519407	0.000184708
g__Varibaculum	0	0	0.002196027	0.000177578
g__Finegoldia	0	0.0001955	0	0.000176393
g__GOTU495	0	0.004836806	0.003085657	0.000174024
g__GOTU417	0	0	0.005038648	0.000173452
g__GOTU525	0.000853132	0.000846728	0	0.000172168
g__Epulopiscium	0	0	0	0.000167749
g__GOTU441	0	0	0	0.000152877
g__Cellulosilyticum	0.000241798	0	0	0.00015177
g__GOTU98	0	0	0	0.00015125
g__GOTU39	0	0	0	0.000147179
g__GOTU412	0.001408579	0.000716193	0.001017671	0.000145176
g__GOTU316	0.002938804	0	0.002426228	0.000140496
g__GOTU95	0	0	0	0.000139612
g__S5-A14a	0	0	0	0.000138418
g__GOTU29	0	0	0	0.000137273
g__GOTU426	0	0	0.003867757	0.000136807
g__GOTU242	0	0.000245337	0.000463129	0.000136069
g__GOTU337	0.000409442	0.00042182	0.003738894	0.000130044
g__GOTU330	0	0	0.000557491	0.000120888
g__GOTU171	0	0.001627775	0.000574691	0.000118493
g__GOTU269	0	0	0	0.000115625
g__GOTU1	0	0.002364324	0	0.00011558
g__GOTU103	0	0	0	0.000113773
g__Actinomyces	0	0.00075554	0.000870286	0.000104662
g__GOTU237	0.000394958	0.000335466	0	0.00010265
g__GOTU109	0	0	0	0.000101536
g__Rothia	0	7.35E-05	0	0.000101291
g__Papillibacter	0	0.000208003	0	0.000101268
g__GOTU554	0.000389791	9.78E-05	0.001188248	0.00010044
g__GOTU221	0.000143333	0	0	0.00010044
g__GOTU191	0.000577566	0.00010319	0	9.82E-05
g__GOTU124	0	0	0	9.79E-05
g__GOTU114	0	0	0.000302064	9.75E-05
g__GOTU553	0	2.64E-05	0	9.52E-05
g__GOTU335	0	0.000316505	0	9.40E-05
g__Acetatifactor	0.000254596	7.79E-05	0	9.34E-05
g__GOTU85	0	0	0	8.98E-05
g__Acidovorax	0	0	0	8.40E-05
g__Gemella	0	3.05E-05	0.000325646	7.22E-05
g__GOTU333	0	0.00023103	0	6.99E-05
g__GOTU574	0.000304423	0.000462233	0.000483324	6.79E-05
g__GOTU416	0	0	0	6.62E-05
g__GOTU301	0	0	0	6.52E-05
g__GOTU153	0	9.89E-05	0	6.15E-05
g__GOTU62	0	0	0	5.99E-05
g__GOTU180	9.63E-05	0.000497725	0.002640643	5.63E-05
g__GOTU165	0	0	0	5.44E-05
g__GOTU172	0.000339387	0	0	4.99E-05
g__GOTU199	0	0	0	4.67E-05
g__GOTU332	0	0	0.001031932	3.91E-05
g__GOTU181	0	0.002255729	0	3.91E-05
g__GOTU145	0.000145324	0.000158131	0.000426397	3.58E-05
g__GOTU234	0	0	0.001124573	3.51E-05
g__Sphingobium	0	7.52E-05	0	3.05E-05
g__GOTU143	0.000207236	0.001732111	0.000395006	2.67E-05
g__GOTU228	0	0.002180991	0.000339946	2.63E-05
g__GOTU184	0	0	0	2.19E-05
g__TM7x	0	7.65E-05	0	1.79E-05
g__GOTU546	0	0.001625079	0.08815593	0
g__GOTU507	0	0.000989272	0.046044097	0
g__GOTU57	0	0.025264727	0.03610981	0
g__GOTU34	0	0	0.031038464	0
g__Weissella	0	9.61E-05	0.030988936	0
g__GOTU462	0	0	0.015862836	0
g__GOTU128	0	0	0.014182833	0
g__GOTU491	0	0	0.012594663	0
g__GOTU318	0	0	0.009036307	0
g__GOTU31	0	0.000783789	0.007847585	0
g__GOTU454	0	0	0.007616559	0
g__Comamonas	0	0.001205394	0.006538223	0
g__GOTU392	0.00205283	0	0.006400047	0
g__GOTU147	0	0.00104636	0.00633796	0
g__GOTU549	0	0	0.00594449	0
g__GOTU488	0	0.001726427	0.005401363	0
g__CandidatusSoleaferrea	0.002655249	7.00E-05	0.005249363	0
g__GOTU397	0.000801367	0	0.00516905	0
g__GOTU513	0.002216314	0.000484033	0.005045802	0
g__Catenisphaera	0	0	0.004455667	0
g__GOTU169	0	0	0.004413792	0
g__GOTU90	0	0.012436939	0.004343717	0
g__Morganella	0	0	0.003981539	0
g__GOTU476	0	0	0.003804241	0
g__GOTU383	0	0	0.003743888	0
g__GOTU310	0	0	0.003734267	0
g__GOTU312	0	0.002012657	0.003564976	0
g__GOTU321	0.000655664	0	0.003463096	0
g__GOTU220	0	0	0.003224441	0
g__GOTU317	0	0	0.002870654	0
g__GOTU61	0	0.00276318	0.002370972	0
g__GOTU415	0	0	0.002308164	0
g__GOTU292	0	0	0.002250938	0
g__GOTU524	0.001807293	0	0.002229184	0
g__GOTU28	0	0	0.002210042	0
g__GOTU4	0	0	0.001878203	0
g__Methanocorpusculum	0	0	0.001850892	0
g__GOTU469	0	0	0.001839745	0
g__GOTU406	0	0	0.001692837	0
g__GOTU69	0	8.72E-05	0.001402547	0
g__GOTU113	0.00052008	0	0.001392426	0
g__GOTU320	0	0	0.00134629	0
g__p-1088-a5gutgroup	0	0	0.00128424	0
g__GOTU473	0	0	0.001243606	0
g__GOTU277	0.000574407	0	0.001243105	0
g__Fenollaria	0	0.001118701	0.001218286	0
g__GOTU117	0	0.000294972	0.001171758	0
g__V9D2013group	0	6.07E-05	0.001137388	0
g__GOTU263	0	0	0.001112186	0
g__GOTU464	0	0	0.000990681	0
g__GOTU197	0	4.10E-05	0.000922266	0
g__GOTU502	0.000801367	0.000750482	0.000840767	0
g__CandidatusStoquefichus	0	0	0.000830979	0
g__Fastidiosipila	0	0	0.000803425	0
g__Christensenella	0	0.000262701	0.000760428	0
g__GOTU359	0	0	0.000749863	0
g__GOTU363	0	0	0.000708015	0
g__GOTU243	0	0	0.000674946	0
g__GOTU339	0	0.000318199	0.000634633	0
g__GOTU573	0.000506943	0	0.000566577	0
g__GOTU110	0	0	0.000531915	0
g__GOTU400	0	0	0.000504789	0
g__GOTU530	0	0.000589326	0.000425144	0
g__GOTU372	0	4.09E-05	0.000417129	0
g__GOTU8	0	0	0.000412923	0
g__GOTU265	0	0	0.000407323	0
g__GOTU55	0	0	0.000395394	0
g__GOTU515	0	0.00010763	0.000377718	0
g__GOTU164	0	0	0.000374931	0
g__GOTU304	0	0.000511693	0.000372437	0
g__GOTU558	0	0	0.000371771	0
g__GOTU3	0	6.73E-05	0.0003506	0
g__Atopobium	0	0	0.00032137	0
g__GOTU584	0	0	0.000290135	0
g__Ezakiella	0	8.00E-05	0.000289016	0
g__GOTU334	0.000120424	0.00074008	0.000269504	0
g__GOTU366	0	9.63E-05	0.000269504	0
g__GOTU578	0.000133642	0.000249355	0.000258135	0
g__GOTU517	0	0	0.000221255	0
g__GOTU582	0	0	0.000203887	0
g__GOTU276	0	0	0.000192376	0
g__Campylobacter	0	0.001535466	0.000168593	0
g__GOTU238	0	0.000108726	0.000151087	0
g__GOTU331	0	0	0.000144508	0
g__GOTU176	0	0	0.000139414	0
g__GOTU432	0	0	0.000137478	0
g__GOTU64	0	0.004229797	0	0
g__GOTU472	0	0.003567066	0	0
g__GOTU120	0	0.002528374	0	0
g__GOTU88	0	0.002240359	0	0
g__GOTU89	0	0.001985131	0	0
g__GOTU536	0	0.001515256	0	0
g__GOTU205	0	0.00115304	0	0
g__GOTU86	0	0.001126186	0	0
g__GOTU7	0	0.00079989	0	0
g__Muribaculum	0	0.000539943	0	0
g__Negativicoccus	0	0.000498508	0	0
g__GOTU213	0	0.000465715	0	0
g__Paraeggerthella	0.000429998	0.000396499	0	0
g__Enhydrobacter	0	0.000386618	0	0
g__Listeria	0	0.00038632	0	0
g__GOTU127	0	0.000380359	0	0
g__Dysgonomonas	0	0.000367248	0	0
g__GOTU83	0	0.000340535	0	0
g__GOTU371	0	0.000308674	0	0
g__Sarcina	0	0.00028124	0	0
g__GOTU209	0	0.000280264	0	0
g__GOTU346	0	0.000273146	0	0
g__GOTU381	0.002546841	0.000246632	0	0
g__GOTU562	0.000137076	0.000233964	0	0
g__GOTU404	0	0.000222919	0	0
g__GOTU445	0	0.000218626	0	0
g__GOTU43	0	0.000192722	0	0
g__GOTU46	0	0.000177462	0	0
g__Companilactobacillus	0	0.00015415	0	0
g__GOTU307	0	0.000151636	0	0
g__Corynebacterium	0	0.000148459	0	0
g__GOTU24	0	0.000143383	0	0
g__Schleiferilactobacillus	0	0.000115304	0	0
g__GOTU108	0	0.00010801	0	0
g__W5053	0	9.97E-05	0	0
g__GOTU405	0	7.18E-05	0	0
g__GOTU6	0	6.95E-05	0	0
g__Leuconostoc	0.000861611	6.53E-05	0	0
g__Alloscardovia	0	6.45E-05	0	0
g__GOTU194	0	6.41E-05	0	0
g__GOTU210	0	4.26E-05	0	0
g__Treponema	0.032512904	0	0	0
g__GOTU38	0.021494822	0	0	0
g__GOTU539	0.019112391	0	0	0
g__GOTU355	0.016476161	0	0	0
g__GOTU260	0.01303189	0	0	0
g__GOTU299	0.010433334	0	0	0
g__GOTU506	0.008032744	0	0	0
g__GOTU398	0.007230597	0	0	0
g__GOTU390	0.006853909	0	0	0
g__GOTU388	0.006304063	0	0	0
g__PrevotellaceaeUCG-004	0.005766656	0	0	0
g__GOTU534	0.005166299	0	0	0
g__GOTU376	0.004453687	0	0	0
g__GOTU356	0.004203836	0	0	0
g__GOTU490	0.003472505	0	0	0
g__dgA-11gutgroup	0.00205952	0	0	0
g__GOTU101	0.001799312	0	0	0
g__Selenomonas	0.001647616	0	0	0
g__Helicobacter	0.000957345	0	0	0
g__GOTU551	0.000728516	0	0	0
g__GOTU80	0.000646975	0	0	0
g__GOTU182	0.000260934	0	0	0
g__Pseudomonas	0.000254596	0	0	0
g__GOTU555	0.000217094	0	0	0
g__Acinetobacter	0	0	0	0
g__Actinobacillus	0	0	0	0
g__Allobaculum	0	0	0	0
g__Anaerosporomusa	0	0	0	0
g__Aquabacterium	0	0	0	0
g__Arcanobacterium	0	0	0	0
g__Arcobacter	0	0	0	0
g__Brachyspira	0	0	0	0
g__Brevibacterium	0	0	0	0
g__Caproiciproducens	0	0	0	0
g__Clostridioides	0	0	0	0
g__Cronobacter	0	0	0	0
g__Desulfitibacter	0	0	0	0
g__Flexilinea	0	0	0	0
g__Gardnerella	0	0	0	0
g__GOTU100	0	0	0	0
g__GOTU102	0	0	0	0
g__GOTU104	0	0	0	0
g__GOTU105	0	0	0	0
g__GOTU106	0	0	0	0
g__GOTU107	0	0	0	0
g__GOTU111	0	0	0	0
g__GOTU116	0	0	0	0
g__GOTU119	0	0	0	0
g__GOTU121	0	0	0	0
g__GOTU123	0	0	0	0
g__GOTU129	0	0	0	0
g__GOTU150	0	0	0	0
g__GOTU154	0	0	0	0
g__GOTU168	0	0	0	0
g__GOTU173	0	0	0	0
g__GOTU183	0	0	0	0
g__GOTU187	0	0	0	0
g__GOTU198	0	0	0	0
g__GOTU202	0	0	0	0
g__GOTU204	0	0	0	0
g__GOTU211	0	0	0	0
g__GOTU212	0	0	0	0
g__GOTU22	0	0	0	0
g__GOTU222	0	0	0	0
g__GOTU23	0	0	0	0
g__GOTU230	0	0	0	0
g__GOTU241	0	0	0	0
g__GOTU247	0	0	0	0
g__GOTU248	0	0	0	0
g__GOTU25	0	0	0	0
g__GOTU251	0	0	0	0
g__GOTU252	0	0	0	0
g__GOTU253	0	0	0	0
g__GOTU254	0	0	0	0
g__GOTU257	0	0	0	0
g__GOTU259	0	0	0	0
g__GOTU262	0	0	0	0
g__GOTU268	0	0	0	0
g__GOTU27	0	0	0	0
g__GOTU270	0	0	0	0
g__GOTU271	0	0	0	0
g__GOTU272	0	0	0	0
g__GOTU281	0	0	0	0
g__GOTU302	0	0	0	0
g__GOTU306	0	0	0	0
g__GOTU309	0	0	0	0
g__GOTU313	0	0	0	0
g__GOTU315	0	0	0	0
g__GOTU319	0	0	0	0
g__GOTU341	0	0	0	0
g__GOTU347	0	0	0	0
g__GOTU35	0	0	0	0
g__GOTU352	0	0	0	0
g__GOTU354	0	0	0	0
g__GOTU357	0	0	0	0
g__GOTU358	0	0	0	0
g__GOTU360	0	0	0	0
g__GOTU361	0	0	0	0
g__GOTU362	0	0	0	0
g__GOTU365	0	0	0	0
g__GOTU373	0	0	0	0
g__GOTU379	0	0	0	0
g__GOTU393	0	0	0	0
g__GOTU396	0	0	0	0
g__GOTU407	0	0	0	0
g__GOTU409	0	0	0	0
g__GOTU41	0	0	0	0
g__GOTU42	0	0	0	0
g__GOTU434	0	0	0	0
g__GOTU435	0	0	0	0
g__GOTU443	0	0	0	0
g__GOTU450	0	0	0	0
g__GOTU452	0	0	0	0
g__GOTU47	0	0	0	0
g__GOTU470	0	0	0	0
g__GOTU474	0	0	0	0
g__GOTU48	0	0	0	0
g__GOTU483	0	0	0	0
g__GOTU485	0	0	0	0
g__GOTU498	0	0	0	0
g__GOTU5	0	0	0	0
g__GOTU50	0	0	0	0
g__GOTU501	0	0	0	0
g__GOTU510	0	0	0	0
g__GOTU52	0	0	0	0
g__GOTU527	0	0	0	0
g__GOTU529	0	0	0	0
g__GOTU53	0	0	0	0
g__GOTU531	0	0	0	0
g__GOTU532	0	0	0	0
g__GOTU533	0	0	0	0
g__GOTU538	0	0	0	0
g__GOTU54	0	0	0	0
g__GOTU540	0	0	0	0
g__GOTU541	0	0	0	0
g__GOTU543	0	0	0	0
g__GOTU545	0	0	0	0
g__GOTU547	0	0	0	0
g__GOTU548	0	0	0	0
g__GOTU559	0	0	0	0
g__GOTU56	0	0	0	0
g__GOTU560	0	0	0	0
g__GOTU565	0	0	0	0
g__GOTU569	0	0	0	0
g__GOTU571	0	0	0	0
g__GOTU575	0	0	0	0
g__GOTU576	0	0	0	0
g__GOTU58	0	0	0	0
g__GOTU580	0	0	0	0
g__GOTU583	0	0	0	0
g__GOTU586	0	0	0	0
g__GOTU587	0	0	0	0
g__GOTU589	0	0	0	0
g__GOTU591	0	0	0	0
g__GOTU593	0	0	0	0
g__GOTU60	0	0	0	0
g__GOTU63	0	0	0	0
g__GOTU65	0	0	0	0
g__GOTU67	0	0	0	0
g__GOTU68	0	0	0	0
g__GOTU70	0	0	0	0
g__GOTU72	0	0	0	0
g__GOTU74	0	0	0	0
g__GOTU78	0	0	0	0
g__GOTU79	0	0	0	0
g__GOTU82	0	0	0	0
g__GOTU84	0	0	0	0
g__GOTU87	0	0	0	0
g__GOTU9	0	0	0	0
g__GOTU91	0	0	0	0
g__GOTU92	0	0	0	0
g__GOTU93	0	0	0	0
g__GOTU94	0	0	0	0
g__GOTU96	0	0	0	0
g__GOTU97	0	0	0	0
g__GOTU99	0	0	0	0
g__Kosakonia	0	0	0	0
g__LachnospiraceaeNC2004group	0	0	0	0
g__Pantoea	0	0	0	0
g__Peptoclostridium	0	0	0	0
g__Proteus	0	0	0	0
g__Schwartzia	0	0	0	0
g__Serratia	0	0	0	0
g__Sharpea	0	0	0	0
g__Sneathia	0	0	0	0
g__Sphaerochaeta	0	0	0	0
g__Syntrophococcus	0	0	0	0
g__Tatumella	0	0	0	0
g__TermiteTreponemacluster	0	0	0	0
g__Z20	0	0	0	0
