""	"305-5-16641"	"304-4-78826"	"302-2-89334"	"306-6-83608"	"301-1-59020"
"g__GOTU529"	0	0	0	0	0
"g__GOTU53"	0	0	0	0	0
"g__GOTU530"	0	0	0	0.0306541597694807	0
"g__GOTU531"	0	0	0	0	0
"g__GOTU532"	0	0	0	0	0
"g__GOTU533"	0	0	0	0	0
"g__GOTU534"	0	0	0	0	0
"g__GOTU535"	0	0	0	0	0
"g__GOTU536"	0	0	0	0	0
"g__GOTU537"	0	0.250167795472573	0	0.137943718962663	0
"g__GOTU538"	0	0	0	0	0
"g__GOTU539"	0	0	0	0	0
"g__GOTU54"	0	0	0	0	0
"g__GOTU540"	0	0	0	0	0
"g__GOTU541"	0	0	0	0	0
"g__GOTU542"	0	0	0	0	0
"g__GOTU543"	0	0	0	0	0
"g__GOTU544"	0	0	0	0	0
"g__GOTU545"	0	0	0	0	0
"g__GOTU546"	0	0	0	0	0
"g__GOTU547"	0	0	0	0	0
"g__GOTU548"	0	0	0	0	0
"g__GOTU549"	0	0	0	0	0
"g__GOTU55"	0	0	0	0	0
"g__GOTU550"	0	0	0	0	0
"g__GOTU551"	0	0	0	0	0
"g__GOTU552"	0	0	0	0.0306541597694807	0
"g__GOTU553"	0	0	0	0	0
"g__GOTU554"	0	0	0	0	0
"g__GOTU555"	0	0	0	0	0
"g__GOTU556"	0	0	0	0	0
"g__GOTU557"	0	0	0	0.0245233278155846	0
"g__GOTU558"	0	0	0	0	0
"g__GOTU559"	0	0	0	0	0
"g__GOTU56"	0	0	0	0	0
"g__GOTU560"	0	0	0	0	0
"g__GOTU561"	0	0	0	0	0
"g__GOTU562"	0	0	0	0	0
"g__GOTU563"	0	0	0.0467350382967675	0	0
"g__GOTU564"	0.0493740081114442	0	0	0	0
"g__GOTU565"	0	0	0	0	0
"g__GOTU566"	0	0	0	0	0
"g__GOTU567"	0.130488450008817	0	0	0.0153270798847404	0.156778906110814
"g__GOTU568"	0	0	0	0	0
"g__GOTU569"	0	0	0	0	0
"g__GOTU57"	0	0	0	0	0
"g__GOTU570"	0	0	0	0.0919624793084422	0
"g__GOTU571"	0	0	0	0	0
"g__GOTU572"	0	0	0	0	0
"g__GOTU573"	0	0	0	0	0
"g__GOTU574"	0	0	0	0	0
"g__GOTU575"	0	0	0	0	0
"g__GOTU576"	0	0	0	0	0
"g__GOTU577"	0	0	0	0	0
"g__GOTU578"	0	0	0	0	0
"g__GOTU579"	0	0	0	0	0
"g__GOTU58"	0	0	0	0	0
"g__GOTU580"	0	0	0	0	0
"g__GOTU581"	0	0	0	0.0919624793084422	0
"g__GOTU582"	0	0	0	0.0153270798847404	0
"g__GOTU583"	0	0	0	0	0
"g__GOTU584"	0	0	0	0	0
"g__GOTU585"	0	0	0	0	0
"g__GOTU586"	0	0	0	0	0
"g__GOTU587"	0	0	0	0	0
"g__GOTU588"	0	0	0	0	0
"g__GOTU589"	0	0	0	0	0
"g__GOTU59"	0	0	0	0	0
"g__GOTU590"	0	0	0	0	0
"g__GOTU591"	0	0	0	0	0
"g__GOTU592"	0	0	0	0	0
"g__GOTU593"	0	0	0	0	0
"g__GOTU6"	0	0	0	0	0
"g__GOTU60"	0	0	0	0	0
"g__GOTU61"	0	0	0	0	0
"g__GOTU62"	0	0	0	0	0
"g__GOTU63"	0	0	0	0	0
"g__GOTU64"	0	0	0	0	0
"g__GOTU65"	0	0	0	0	0
"g__GOTU66"	0	0	0	0	0
"g__GOTU67"	0	0	0	0	0
"g__GOTU68"	0	0	0	0	0
"g__GOTU69"	0.0282137189208253	0	0	0	0
"g__GOTU7"	0	0	0	0	0
"g__GOTU70"	0	0	0	0	0
"g__GOTU71"	0	0	0	0	0
"g__GOTU72"	0	0	0	0	0
"g__GOTU73"	0	0	0	0	0
"g__GOTU74"	0	0	0	0	0
"g__GOTU75"	0	0	0	0	0
"g__GOTU76"	0	0	0	0	0
"g__GOTU77"	0	0	0	0	0
"g__GOTU78"	0	0	0	0	0
"g__GOTU79"	0	0	0	0	0
"g__GOTU8"	0	0	0	0	0
"g__GOTU80"	0	0	0	0	0
"g__GOTU81"	0	0	0	0	0
"g__GOTU82"	0	0	0	0	0
"g__GOTU83"	0	0	0	0	0
"g__GOTU84"	0	0	0	0	0
"g__GOTU85"	0	0	0	0	0
"g__GOTU86"	0	0	0	0	0
"g__GOTU87"	0	0	0	0	0
"g__GOTU88"	0	0	0	0	0
"g__GOTU89"	0	0	0	0	0
"g__GOTU9"	0	0	0	0	0
"g__GOTU90"	0	0	0	0	0
"g__GOTU91"	0	0	0	0	0
"g__GOTU92"	0	0	0	0	0
"g__GOTU93"	0	0	0	0	0
"g__GOTU94"	0	0	0	0	0
"g__GOTU95"	0	0	0	0	0
"g__GOTU96"	0	0	0	0	0
"g__GOTU97"	0	0	0	0	0
"g__GOTU98"	0	0	0	0	0
"g__GOTU99"	0	0	0	0	0
"g__Granulicatella"	0	0	0	0	0
"g__Haemophilus"	0	0	0	0	0
"g__Hafnia-Obesumbacterium"	0	0	0	0	0
"g__Helicobacter"	0	0	0	0	0
"g__Holdemanella"	0	0.305082677405577	0	0	0
"g__Holdemania"	0.0352671486510316	0	0.0675061664286642	0.042915823677273	0
"g__Howardella"	0	0	0	0	0
"g__Hungatella"	0	0	0	0	0
"g__Intestinibacter"	0	0	0.0181747371154096	0	0
"g__Klebsiella"	0	0.17999877966929	0	0	0
"g__Kosakonia"	0	0	0	0	0
"g__Lachnoclostridium"	0.998060306824194	0.707791811580939	1.8901726600026	0.502728220219483	1.54641011936576
"g__Lachnospira"	0.536060659495679	0.463725669656477	0.275217447747631	0.0459812396542211	1.19009442365936
"g__LachnospiraceaeFCS020group"	0.0740610121671663	0.0701690158032827	0.031156692197845	0.125682055054871	0.0997683947977909
"g__LachnospiraceaeNC2004group"	0	0	0	0	0
"g__LachnospiraceaeND3007group"	0.165755598659849	0.0549148819330038	0.319356095027912	0.370915333210716	0.623552467486193
"g__LachnospiraceaeNK3A20group"	0	0	0	0	0
"g__LachnospiraceaeNK4A136group"	0.557220948686298	2.12642626151687	0.501103466182007	2.66691189994483	1.5321574915375
"g__LachnospiraceaeNK4B4group"	0	0	0	0	0
"g__LachnospiraceaeUCG-001"	0.0670075824369599	0.289828543535298	0.0804881215110996	0	0.541599857473722
"g__LachnospiraceaeUCG-002"	0	0	0	0	0
"g__LachnospiraceaeUCG-003"	0	0	0	0	0
"g__LachnospiraceaeUCG-004"	0	0.286777716761243	0.210307672335454	0.324934093556496	0.448957776590058
"g__LachnospiraceaeUCG-008"	0	0	0	0	0
"g__LachnospiraceaeUCG-010"	0.250396755422324	0.189151259991458	0.285603011813579	0.171663294709092	0.174594690896134
"g__Lacticaseibacillus"	0	0	0	0	0
"g__Lactobacillus"	0	0	0	0	0
"g__Lactococcus"	0	0	0	0	0
"g__Latilactobacillus"	0.0176335743255158	0	0	0	0
"g__Leuconostoc"	0	0	0	0	0
"g__Libanicoccus"	0	0	0	0	0
"g__Ligilactobacillus"	0	1.11355177253036	0	0	0
"g__Limosilactobacillus"	0	0	0	0	0
"g__Listeria"	0	0	0	0	0
"g__Mailhella"	0	0	0	0	0
"g__Marvinbryantia"	0	0.051864055158948	0	0.101158727239286	0
"g__Megamonas"	0	1.29965220574776	0	0	0
"g__Megasphaera"	0	0.0122033070962231	0	0.0275887437925326	0
"g__Methanobrevibacter"	0	0	0	0.44448531665747	0
"g__Methanocorpusculum"	0	0	0	0	0
"g__Methanosphaera"	0	0	0	0	0
"g__Mitsuokella"	0	0	0	0	0
"g__Mogibacterium"	0	0	0	0	0
"g__Monoglobus"	0.123435020278611	0.106778937091952	0.786706477995586	0.585494451597082	0.823089257081774
"g__Morganella"	0	0	0	0	0
"g__Murdochiella"	0	0	0	0	0
"g__Muribaculum"	0	0	0	0	0
"g__Negativibacillus"	0.0705342973020631	0	0	0.0521120716081172	0
"g__Negativicoccus"	0	0	0	0	0
"g__NK4A214group"	2.25709751366602	0.332540118372079	0	1.97106247317761	0
"g__Odoribacter"	0.141068594604126	0.228812008054183	0.446579254835778	0.23910244620195	0.274363085693925
"g__Olsenella"	0	0.152541338702788	0	0	0
"g__Oribacterium"	0.0246870040557221	0	0	0	0
"g__Oscillibacter"	0.250396755422324	0.039660748062725	0.12462676879138	0.202317454478573	0.213789417423838
"g__Oscillospira"	0	0	0	0	0
"g__Oxalobacter"	0	0	0	0	0
"g__p-1088-a5gutgroup"	0	0	0	0	0
"g__Paludicola"	0	0	0	0	0
"g__Pantoea"	0	0	0	0	0
"g__Papillibacter"	0	0	0	0	0
"g__Parabacteroides"	0.648915535178981	0.0915248032216731	1.82266649357393	2.93053767396236	1.12595759843221
"g__Paraeggerthella"	0	0	0	0	0
"g__Paraprevotella"	0	0.0610165354811154	2.22510710112943	0.475139476426951	0
"g__Parasutterella"	0.564274378416505	0	0.0259639101648708	0.536447795965913	0
"g__Parvimonas"	0	0	0	0	0
"g__Pediococcus"	0	0	0	0	0
"g__Peptoclostridium"	0	0	0	0	0
"g__Peptococcus"	0.045847293246341	0	0	0	0
"g__Peptoniphilus"	0	0	0	0	0
"g__Peptostreptococcus"	0	0	0	0	0
"g__Phascolarctobacterium"	0	0.0610165354811154	1.05673114371024	0	1.058257616248
"g__Porphyromonas"	0	0	0	0	0
"g__Prevotella"	0	3.31014704985051	0	1.04530684813929	0
"g__Prevotella-7"	0	0	0	0.57323278768929	0
"g__Prevotella-9"	0	45.2773201537617	0	12.8165041996199	0
"g__PrevotellaceaeGa6A1group"	0	0	0	0	0
"g__PrevotellaceaeNK3B31group"	0	0	0	0	0
"g__PrevotellaceaeUCG-001"	0	0	0	0	0
"g__PrevotellaceaeUCG-003"	0	0	0	0	0
"g__PrevotellaceaeUCG-004"	0	0	0	0	0
"g__Proteus"	0	0	0	0	0
"g__Pseudomonas"	0	0	0	0	0
"g__Pygmaiobacter"	0	0	0	0	0
"g__Pyramidobacter"	0	0	0	0	0
"g__Raoultella"	0	0	0	0	0
"g__Rikenella"	0	0	0	0	0
"g__RikenellaceaeRC9gutgroup"	0	0.244066141924462	0	0.441419900680522	0
"g__Romboutsia"	0	0	0	0	0.0463210404418315
"g__Roseburia"	9.23999294657027	7.07181646226127	5.67051798000779	1.86377291398443	11.3807233208623
"g__Rothia"	0	0	0	0	0
"g__Ruminiclostridium"	0.0599541527067537	0	0	0	0
"g__Ruminococcus"	7.54011638159055	1.44914271767649	0	8.1110906750046	8.95421343310172
"g__Ruminococcusgauvreauiigroup"	0.3350379121848	0.0732198425773385	0	0.0919624793084422	0.327810440049884
"g__Ruminococcusgnavusgroup"	0.260976900017634	0	0.0908736855770479	0	0.0570105113130233
"g__Ruminococcustorquesgroup"	1.33309821900899	0.189151259991458	1.73698559002986	0.0705045674698057	0.773205059682879
"g__S5-A14a"	0	0	0	0	0
"g__Salmonella"	0	0	0	0	0
"g__Sarcina"	0	0	0	0	0
"g__Schleiferilactobacillus"	0	0	0	0	0
"g__Schwartzia"	0	0	0	0	0
"g__Selenomonas"	0	0	0	0	0
"g__Sellimonas"	0	0	0.0571206023627158	0	0
"g__Senegalimassilia"	0	0.0549148819330038	0	0	0
"g__Serratia"	0	0	0	0	0
"g__Sharpea"	0	0	0	0	0
"g__Shuttleworthia"	0.366778345970729	0	0.350512787225755	0	0.0463210404418315
"g__Slackia"	0	0.0183049606443346	0.207711281318967	0	0
"g__Sneathia"	0	0	0	0	0
"g__Solobacterium"	0	0	0	0	0
"g__Sphaerochaeta"	0	0	0	0	0
"g__Sphingobium"	0	0	0	0	0
"g__Staphylococcus"	0	0	0	0	0
"g__Streptococcus"	0.529007229765474	0.170846299347123	0.794495651045047	0	0.402636736148227
"g__Subdoligranulum"	2.62387585963675	1.05253523704924	5.66013241594184	2.38182821408865	5.33760912168181
"g__Succiniclasticum"	0	0	0	0	0
"g__Succinivibrio"	0	0	0	0	0
"g__Sutterella"	0	0.655927756421991	0.672465273270155	0	0.705505077498664
"g__Syntrophococcus"	0	0	0	0	0
"g__Tatumella"	0	0	0	0	0
"g__TermiteTreponemacluster"	0	0	0	0	0
"g__Terrisporobacter"	0.0317404337859284	0	0.210307672335454	0	0
"g__TM7x"	0	0	0	0	0
"g__Treponema"	0	0	0	0	0
"g__Turicibacter"	0	0.0518640551589481	0.0804881215110996	0	0.149652592196686
"g__Tyzzerella"	0	0	1.08788783590809	0	0
"g__UBA1819"	0.126961735143714	0	0.0337530832143321	0.0398504077003249	0.0748262960983431
"g__UCG-002"	2.86016575559866	1.49795594606138	0	7.43363374409908	0.994120791020845
"g__UCG-003"	1.07564803385646	0.146439685154677	0.0778917304946125	0.0735699834467537	0.163905220024942
"g__UCG-004"	0	0	0	0	0
"g__UCG-005"	1.06859460412626	0.500335590945146	0	2.69450064373735	0.256547300908605
"g__UCG-007"	0	0	0	0	0
"g__UCG-008"	0	0	0.0129819550824354	0	0
"g__UCG-009"	0	0	0	1.70130586720618	0
"g__V9D2013group"	0	0	0	0	0
"g__Varibaculum"	0	0	0	0	0
"g__Veillonella"	0	0	0	0	0
"g__Victivallis"	0	0	0	0.0551774875850653	0.0391947265277035
"g__W5053"	0	0	0	0	0
"g__Weissella"	0	0	0	0	0
"g__Z20"	0	0	0	0	0
